date,temperature,wind_speed,wind_direction,precipitation,humidity,dew_point,cloud_cover,surface_pressure,temp_max,temp_min
1947-05-09,25.191666666666666,11.9,54,0.4,24.708333333333332,2.5333333333333337,69.66666666666667,896.4625,32.8,18.0
1947-05-10,23.84583333333333,19.5,48,1.5999999999999999,34.333333333333336,6.541666666666667,76.375,894.3583333333332,30.6,18.3
1947-05-11,21.266666666666666,15.6,47,4.1,52.5,10.741666666666667,96.29166666666667,896.1333333333333,28.2,17.7
1947-05-12,21.754166666666666,10.6,54,1.3,52.625,11.1,80.875,895.3416666666667,27.2,16.8
1947-05-13,23.46666666666667,10.3,60,0.0,38.625,6.808333333333334,29.375,894.0708333333333,30.7,14.9
1947-05-14,25.337500000000002,10.0,55,0.0,26.541666666666668,3.1291666666666664,22.958333333333332,895.0083333333333,33.5,15.9
1947-05-15,26.379166666666666,10.4,60,0.0,22.541666666666668,1.4333333333333333,12.375,894.4041666666667,35.2,15.7
1947-05-16,28.433333333333334,10.4,42,0.0,18.0,0.8541666666666666,26.541666666666668,894.7375000000001,36.7,18.5
1947-05-17,29.604166666666668,11.0,50,0.0,17.5,1.2291666666666667,10.333333333333334,894.4833333333332,38.0,19.7
1947-05-18,29.679166666666664,10.9,48,0.0,18.75,2.254166666666667,7.708333333333333,895.2875,38.3,20.5
1947-05-19,30.337500000000002,12.7,55,0.0,18.958333333333332,2.766666666666666,29.916666666666668,894.5875,38.4,20.9
1947-05-20,30.84583333333333,11.5,51,0.0,20.583333333333332,4.129166666666666,50.833333333333336,893.9583333333334,38.7,21.3
1947-05-21,30.516666666666666,10.8,53,0.0,18.333333333333332,2.033333333333333,43.125,893.4416666666666,38.8,21.4
1947-05-22,30.412499999999998,11.9,49,0.0,14.833333333333334,-1.45,0.9166666666666666,891.5208333333334,39.0,20.4
1947-05-23,30.354166666666668,9.4,54,0.0,14.208333333333334,-1.7583333333333335,0.5833333333333334,890.0124999999999,38.9,20.0
1947-05-24,30.208333333333332,12.0,54,0.0,13.791666666666666,-2.5,2.5416666666666665,890.5166666666668,39.6,19.7
1947-05-25,30.15416666666667,14.8,53,0.0,15.375,-0.42500000000000004,11.291666666666666,890.75,39.1,20.3
1947-05-26,30.241666666666664,11.9,54,0.0,17.75,2.2291666666666665,2.5,891.4958333333334,38.7,20.6
1947-05-27,30.575,10.5,51,0.0,18.416666666666668,3.0041666666666664,46.541666666666664,891.4375,39.1,21.7
1947-05-28,30.59166666666667,9.6,52,0.1,19.833333333333332,4.366666666666666,10.166666666666666,892.375,38.3,22.4
1947-05-29,30.208333333333332,9.7,56,0.0,20.5,3.920833333333333,8.041666666666666,891.5625,38.3,22.0
1947-05-30,30.945833333333336,11.2,270,0.0,17.5,1.8958333333333333,3.0,890.9,39.1,22.0
1947-05-31,31.34583333333333,11.1,50,0.0,16.833333333333332,1.1375,7.666666666666667,889.8874999999999,39.8,22.6
1947-06-01,31.125,14.8,51,0.0,16.5,1.125,20.5,890.4208333333332,39.8,22.5
1947-06-02,30.820833333333336,14.5,54,0.0,18.416666666666668,3.025,19.666666666666668,890.0416666666666,38.2,21.9
1947-06-03,31.25,11.4,57,0.0,18.458333333333332,3.595833333333333,4.166666666666667,889.1875,38.9,22.7
1947-06-04,31.108333333333334,11.5,54,0.0,20.541666666666668,5.25,5.083333333333333,890.1333333333333,38.7,23.1
1947-06-05,30.079166666666666,12.2,63,0.0,29.583333333333332,10.175,17.541666666666668,891.9499999999999,36.6,24.2
1947-06-06,29.129166666666666,9.4,42,0.2,39.791666666666664,13.966666666666667,32.75,892.6791666666667,33.5,24.4
1947-06-07,30.454166666666666,10.6,56,0.0,34.291666666666664,12.208333333333334,10.958333333333334,891.7125,36.9,24.2
1947-06-08,31.204166666666666,10.6,58,0.0,32.25,12.316666666666668,3.125,890.0124999999999,37.5,25.3
1947-06-09,30.849999999999998,10.2,63,0.1,32.5,11.941666666666668,13.125,886.4291666666667,38.0,25.0
1947-06-10,29.837500000000002,11.2,56,0.2,38.083333333333336,13.816666666666668,7.291666666666667,887.3333333333334,36.4,24.0
1947-06-11,30.262500000000003,10.7,50,0.1,38.083333333333336,13.979166666666666,11.708333333333334,888.2916666666666,35.6,24.7
1947-06-12,31.087500000000002,10.8,63,0.0,31.0,11.266666666666666,12.833333333333334,888.0124999999999,37.7,24.7
1947-06-13,31.150000000000002,10.9,58,0.0,28.916666666666668,10.154166666666667,6.75,888.2916666666666,37.4,24.6
1947-06-14,31.2625,10.1,54,0.0,26.0,8.766666666666667,12.833333333333334,889.1333333333333,37.4,25.0
1947-06-15,29.541666666666668,9.7,52,0.30000000000000004,24.708333333333332,6.504166666666666,20.666666666666668,889.875,37.1,23.5
1947-06-16,28.974999999999998,9.7,51,0.0,22.583333333333332,3.904166666666667,6.208333333333333,891.6791666666667,37.4,21.8
1947-06-17,29.15416666666667,9.8,55,0.0,19.958333333333332,2.9583333333333335,0.5833333333333334,893.1708333333332,36.9,21.2
1947-06-18,29.337500000000002,12.6,272,0.0,16.916666666666668,0.15833333333333324,0.2916666666666667,892.2958333333332,37.8,21.3
1947-06-19,29.77916666666667,13.0,55,0.0,15.208333333333334,-0.7999999999999999,6.458333333333333,891.6541666666667,37.9,21.1
1947-06-20,30.304166666666664,11.9,54,0.0,15.75,-0.2166666666666667,4.125,891.75,38.0,21.3
1947-06-21,30.47083333333333,11.9,55,0.0,15.333333333333334,-0.2833333333333334,3.2083333333333335,891.7291666666666,38.4,21.3
1947-06-22,30.8625,13.4,55,0.0,15.291666666666666,-0.020833333333333332,6.166666666666667,891.3041666666667,38.5,22.3
1947-06-23,30.858333333333334,12.4,60,0.0,15.208333333333334,0.08749999999999998,5.458333333333333,889.7666666666668,38.6,22.8
1947-06-24,30.712500000000002,13.1,65,0.0,16.791666666666668,1.8083333333333333,2.875,888.6374999999999,38.5,22.5
1947-06-25,31.150000000000002,13.3,62,0.0,19.833333333333332,4.791666666666667,7.208333333333333,888.2041666666668,38.0,22.9
1947-06-26,31.754166666666666,11.7,63,0.0,22.291666666666668,6.991666666666667,19.416666666666668,888.2083333333334,38.6,24.8
1947-06-27,31.72083333333333,13.1,66,0.0,25.791666666666668,9.3125,28.0,890.2875,37.3,25.5
1947-06-28,31.608333333333334,10.5,262,0.0,33.541666666666664,13.545833333333334,45.75,891.8333333333334,36.1,26.5
1947-06-29,28.974999999999998,8.4,90,2.8,52.791666666666664,18.229166666666668,51.0,890.8333333333334,33.6,26.1
1947-06-30,27.4375,8.7,267,2.0,58.875,18.375,27.125,889.0791666666668,31.4,24.3
1947-07-01,27.375,8.4,264,0.4,56.041666666666664,17.633333333333333,17.791666666666668,890.1708333333332,32.1,24.0
1947-07-02,28.59166666666667,8.5,258,0.1,52.708333333333336,17.675,21.75,891.9416666666666,33.0,24.9
1947-07-03,27.670833333333334,8.1,62,3.7,59.708333333333336,19.0375,47.875,892.125,31.0,24.7
1947-07-04,26.0625,7.3,63,8.7,72.83333333333333,20.591666666666665,71.41666666666667,891.5541666666667,29.8,23.3
1947-07-05,25.541666666666668,6.1,270,24.2,81.79166666666667,22.104166666666668,74.66666666666667,888.75,29.1,22.0
1947-07-06,25.916666666666668,8.2,49,14.1,76.375,21.34166666666667,73.29166666666667,887.8166666666666,30.4,23.9
1947-07-07,25.179166666666664,7.2,53,4.8,69.83333333333333,19.108333333333334,34.833333333333336,890.5124999999999,29.6,20.6
1947-07-08,26.133333333333336,6.8,61,0.0,63.458333333333336,18.416666666666668,7.708333333333333,888.7624999999999,31.1,22.6
1947-07-09,26.420833333333334,8.0,60,0.0,58.25,17.029166666666665,6.458333333333333,888.1208333333334,32.3,21.9
1947-07-10,26.895833333333332,8.4,60,0.0,52.5,15.291666666666666,2.8333333333333335,888.2958333333332,33.8,20.8
1947-07-11,26.816666666666666,7.3,54,0.0,51.375,15.262500000000001,9.791666666666666,890.5833333333334,33.4,21.2
1947-07-12,27.425,7.2,246,0.0,55.75,17.491666666666667,27.458333333333332,892.2458333333334,31.7,21.7
1947-07-13,26.516666666666666,7.2,67,2.6,67.45833333333333,19.945833333333333,40.916666666666664,891.5333333333333,29.3,23.8
1947-07-14,25.170833333333334,6.2,66,16.2,77.375,20.795833333333334,56.708333333333336,888.6708333333332,29.1,21.9
1947-07-15,25.308333333333334,6.6,45,10.9,70.58333333333333,19.412499999999998,41.416666666666664,886.75,30.7,21.1
1947-07-16,23.962500000000002,8.1,23,9.4,71.29166666666667,18.337500000000002,36.875,888.025,29.4,21.1
1947-07-17,24.95,6.5,270,0.6,69.75,18.875,35.916666666666664,888.875,29.5,21.1
1947-07-18,27.120833333333334,7.2,252,0.0,64.20833333333333,19.466666666666665,24.208333333333332,887.4958333333334,32.0,21.7
1947-07-19,26.03333333333333,8.3,63,4.3,72.29166666666667,20.616666666666667,53.916666666666664,888.275,29.0,23.8
1947-07-20,25.008333333333336,6.5,270,8.5,82.41666666666667,21.733333333333334,60.875,887.8375,29.3,22.4
1947-07-21,26.8125,8.3,45,2.7,68.20833333333333,20.179166666666667,34.583333333333336,887.5500000000001,31.3,22.1
1947-07-22,25.804166666666664,8.0,45,1.9000000000000001,71.91666666666667,20.220833333333335,38.208333333333336,888.9,30.1,22.9
1947-07-23,24.974999999999998,7.2,135,3.1,76.0,20.333333333333332,40.0,890.6791666666667,29.0,22.5
1947-07-24,26.204166666666666,7.3,60,0.5,69.08333333333333,19.837500000000002,14.041666666666666,888.2083333333334,29.9,22.2
1947-07-25,27.083333333333332,6.6,61,0.2,60.791666666666664,18.349999999999998,14.375,886.8375,32.8,21.9
1947-07-26,27.366666666666664,7.1,76,2.2,62.75,19.4375,28.041666666666668,888.9916666666667,31.9,23.3
1947-07-27,25.59166666666667,5.2,78,6.8,72.5,20.158333333333335,66.20833333333333,891.1291666666666,29.9,22.3
1947-07-28,25.579166666666666,5.8,73,4.7,73.625,20.45416666666667,72.375,892.025,28.3,22.3
1947-07-29,24.733333333333334,5.4,270,7.5,78.0,20.545833333333334,63.833333333333336,889.9833333333332,28.2,21.8
1947-07-30,25.620833333333334,6.8,69,1.7,68.375,19.220833333333335,30.958333333333332,888.8000000000001,29.6,22.6
1947-07-31,26.804166666666664,5.5,67,0.0,59.875,18.025000000000002,14.666666666666666,888.2875,31.6,22.9
1947-08-01,27.329166666666666,6.9,56,0.2,59.916666666666664,18.6125,57.125,892.6291666666666,31.9,23.5
1947-08-02,26.329166666666666,6.9,360,7.9,70.58333333333333,20.433333333333334,79.29166666666667,895.0,29.7,22.7
1947-08-03,25.741666666666664,6.5,96,8.4,78.25,21.59166666666667,84.66666666666667,893.0166666666668,28.0,23.2
1947-08-04,26.666666666666668,6.9,79,2.3,69.83333333333333,20.537499999999998,77.95833333333333,891.9791666666666,30.4,23.6
1947-08-05,25.233333333333334,5.6,76,2.5,70.08333333333333,19.337500000000002,85.0,893.2208333333333,28.0,23.0
1947-08-06,24.84583333333333,6.6,34,0.7999999999999999,71.5,19.29583333333333,69.375,892.025,28.0,22.4
1947-08-07,25.883333333333336,8.0,262,1.3,68.375,19.474999999999998,73.33333333333333,891.3166666666666,29.6,23.1
1947-08-08,24.9875,5.9,56,9.6,78.625,20.958333333333332,92.54166666666667,893.3083333333334,27.9,22.7
1947-08-09,24.441666666666666,4.7,27,18.400000000000002,80.70833333333333,20.829166666666666,98.20833333333333,895.2624999999999,27.6,22.2
1947-08-10,22.65416666666667,6.5,90,14.4,91.33333333333333,21.183333333333334,98.45833333333333,894.3291666666668,24.5,21.3
1947-08-11,23.375,6.1,66,17.1,85.54166666666667,20.7625,71.83333333333333,893.6083333333332,25.9,21.4
1947-08-12,23.40416666666667,7.2,90,4.2,81.83333333333333,20.033333333333335,47.541666666666664,892.5500000000001,26.3,20.7
1947-08-13,24.099999999999998,6.6,37,5.7,82.125,20.770833333333332,61.75,892.9875000000001,28.0,21.1
